round_id,cq,for_user_id
1,20.007218010488913,50
1,7.890876028590959,51
1,10.012940721439193,52
1,11.440977113837473,53
1,12.560444588616884,54
1,9.959145013998247,55
1,9.888122951701801,56
1,12.937420378400546,57
1,14.689128013937893,58
1,11.584130775325697,59
1,14.043588115897826,60
1,8.894689161441347,61
1,10.114637020365423,62
1,12.417230284813343,63
1,9.42911442571491,64
1,8.686924296511357,65
1,16.968788963058824,66
1,13.760500830290137,67
1,10.515975068115896,68
1,10.784796787253729,69
1,23.66719942514232,72
1,10.451925696650857,73
1,8.07646694224205,74
1,10.152696209666688,75
1,11.624043433681532,76
1,14.294145940435609,78
1,14.06878642197934,79
1,15.201164723788274,80
1,10.727633948978799,81
1,6.988190710678638,82
1,14.751945562061636,83
1,6.881191525664782,84
1,10.07914826748476,86
1,12.085972219179162,89
1,13.693956435584433,90
1,11.480342604254046,91
1,10.715777094405958,92
1,10.155371318688559,93
1,10.269354475702595,94
1,18.311700648002113,95
1,10.981961487612349,97
1,10.315089560378432,98
1,10.298431627902351,99
1,10.49137290780146,100
1,12.381216825219777,101
1,12.72300549883608,102
1,11.659038857487035,103
1,17.461437990609014,104
1,6.902932395143917,105
1,7.3007469429072795,106
1,12.933607768945716,107
1,6.967774276396625,109
1,11.051779147582623,110
1,11.9114777353136,111
1,12.239072380452992,112
1,9.427073122863044,113
1,8.040787939875184,114
1,10.535391917246505,115
1,11.25127139418124,116
1,9.638947050726973,117
1,8.85435920978692,118
1,13.561502862961472,119
1,7.039790528122971,120
1,14.532817869750858,121
1,6.369202050123275,123
1,5.130949939503971,124
1,13.045698726405103,126
1,9.576955873522795,127
1,9.042552104207058,128
1,10.236374292650352,129
1,11.839871609654672,130
1,8.445501750316211,131
1,8.286875714077944,133
1,13.875763464100274,134
1,13.572898810391905,135
1,20.761928689765906,136
1,10.541137775157004,137
1,8.999704380826259,138
1,13.961491961060563,139
1,8.231783512734628,140
1,8.112975988560724,141
1,10.096452148499868,142
1,10.021272363440175,144
1,14.757284992339187,145
1,10.452106500606428,146
1,14.09580017324053,149
1,8.976460924210723,150
1,9.071100552411535,151
1,12.824138230439598,152
1,6.185898233043613,153
1,10.286994406698335,154
1,9.790491530820894,155
1,9.34136980876537,156
1,7.878553441970065,157
1,10.212082145440972,158
1,13.569458075877431,159
1,10.119826730899558,160
1,11.909687573126229,161
1,12.031704013938445,162
1,14.35075731399256,163
1,9.571147493712466,164
1,13.170277933538559,165
1,9.651275466834306,166
1,15.140362555861014,167
1,12.03686332595015,168
1,9.631308392776676,169
1,12.69469628460574,170
1,14.002966998152019,171
1,12.693635735805918,172
2,18.99417478768914,50
2,8.619882608533356,51
2,10.197962387225393,52
2,14.96800455253857,53
2,9.812101895463876,54
2,7.8230293914422635,55
2,8.081418143223269,56
2,13.866387493173054,57
2,12.237157665439828,58
2,12.56151332802034,59
2,13.926881042120941,60
2,11.600893218652022,61
2,19.655274231526235,62
2,11.603822951147054,63
2,6.775680624668826,64
2,12.404227017155439,65
2,19.311991937174838,66
2,14.662086636696795,67
2,12.369817460505388,68
